,params,mean_train_score,mean_test_score,std_train_score,std_test_score,split0_train_score,split0_test_score,split1_train_score,split1_test_score,split2_train_score,split2_test_score,split3_train_score,split3_test_score,split4_train_score,split4_test_score
0,"{'task_type': 'regression', 'seq_length': 379, 'num_filters': [32, 32, 32, 32, 64, 64, 64, 64, 128, 128, 128, 128], 'n_embedding': 32, 'learning_rate': 0.01, 'kernel_sizes': [1, 2, 3, 4, 5, 7, 10, 15], 'epochs': 100, 'dropout': 0.5, 'char_dict': {'#': 1, '(': 2, ')': 3, '+': 4, '-': 5, '/': 6, '1': 7, '2': 8, '3': 9, '4': 10, '5': 11, '6': 12, '7': 13, '8': 14, '=': 15, 'C': 16, 'F': 17, 'H': 18, 'I': 19, 'N': 20, 'O': 21, 'P': 22, 'S': 23, '[': 24, '\\': 25, ']': 26, '_': 27, 'c': 28, 'Cl': 29, 'Br': 30, 'n': 31, 'o': 32, 's': 33, '9': 34, '%': 35, '0': 36}, 'batch_size': 256}",0.10772627979457153,0.5122981785008733,0.06633835767181585,0.06356062972183728,0.057888440719147324,0.5209829983263625,0.1086104622160362,0.5102735979898821,0.06505090061512432,0.4249212904887249,0.23569969381728728,0.6205826906727994,0.0713819016052625,0.4847303150265977
1,"{'task_type': 'regression', 'seq_length': 379, 'num_filters': [32, 32, 32, 32, 64, 64, 64, 64, 128, 128, 128, 128], 'n_embedding': 32, 'learning_rate': 0.0001, 'kernel_sizes': [3, 4, 5, 7, 10, 15], 'epochs': 100, 'dropout': 0.5, 'char_dict': {'#': 1, '(': 2, ')': 3, '+': 4, '-': 5, '/': 6, '1': 7, '2': 8, '3': 9, '4': 10, '5': 11, '6': 12, '7': 13, '8': 14, '=': 15, 'C': 16, 'F': 17, 'H': 18, 'I': 19, 'N': 20, 'O': 21, 'P': 22, 'S': 23, '[': 24, '\\': 25, ']': 26, '_': 27, 'c': 28, 'Cl': 29, 'Br': 30, 'n': 31, 'o': 32, 's': 33, '9': 34, '%': 35, '0': 36}, 'batch_size': 256}",0.8557630241214061,0.9602282720001197,0.046665318356473424,0.05237172197403563,0.8325509217820969,1.045851804632918,0.9269161758808002,0.945092111720348,0.871740522551252,0.9712366379791271,0.8624600313843115,0.9563011294661523,0.7851474690085699,0.8826596762020535
2,"{'task_type': 'regression', 'seq_length': 379, 'num_filters': [128, 128, 128, 128, 64, 64, 64, 64, 32, 32, 32, 32], 'n_embedding': 32, 'learning_rate': 0.0001, 'kernel_sizes': [3, 4, 5, 7, 10, 15], 'epochs': 100, 'dropout': 0.25, 'char_dict': {'#': 1, '(': 2, ')': 3, '+': 4, '-': 5, '/': 6, '1': 7, '2': 8, '3': 9, '4': 10, '5': 11, '6': 12, '7': 13, '8': 14, '=': 15, 'C': 16, 'F': 17, 'H': 18, 'I': 19, 'N': 20, 'O': 21, 'P': 22, 'S': 23, '[': 24, '\\': 25, ']': 26, '_': 27, 'c': 28, 'Cl': 29, 'Br': 30, 'n': 31, 'o': 32, 's': 33, '9': 34, '%': 35, '0': 36}, 'batch_size': 256}",0.4036409227599762,0.5979977097603449,0.0372134625728114,0.02086905632327319,0.3670448874917662,0.6247974037546216,0.36926779309288305,0.5614893978754897,0.4685192045255026,0.6057714083248785,0.41605883117826375,0.5932992723858442,0.3973138975114654,0.6046310664608908
3,"{'task_type': 'regression', 'seq_length': 379, 'num_filters': [128, 128, 128, 128, 64, 64, 64, 64, 32, 32, 32, 32], 'n_embedding': 75, 'learning_rate': 0.01, 'kernel_sizes': [1, 2, 3, 4, 5, 7, 10, 15], 'epochs': 100, 'dropout': 0.25, 'char_dict': {'#': 1, '(': 2, ')': 3, '+': 4, '-': 5, '/': 6, '1': 7, '2': 8, '3': 9, '4': 10, '5': 11, '6': 12, '7': 13, '8': 14, '=': 15, 'C': 16, 'F': 17, 'H': 18, 'I': 19, 'N': 20, 'O': 21, 'P': 22, 'S': 23, '[': 24, '\\': 25, ']': 26, '_': 27, 'c': 28, 'Cl': 29, 'Br': 30, 'n': 31, 'o': 32, 's': 33, '9': 34, '%': 35, '0': 36}, 'batch_size': 256}",0.05064854464811143,0.4874067375985951,0.011352499998641753,0.028113091909835405,0.03822485147763953,0.5259390102923296,0.04900064729642091,0.48268571333668514,0.04096260666466492,0.4390637597588681,0.06998737218662213,0.4936536596094034,0.055067245615209634,0.49569154499568924
4,"{'task_type': 'regression', 'seq_length': 379, 'num_filters': [32, 32, 32, 32, 64, 64, 64, 64, 128, 128, 128, 128], 'n_embedding': 64, 'learning_rate': 0.01, 'kernel_sizes': [3, 4, 5, 7, 10], 'epochs': 100, 'dropout': 0.25, 'char_dict': {'#': 1, '(': 2, ')': 3, '+': 4, '-': 5, '/': 6, '1': 7, '2': 8, '3': 9, '4': 10, '5': 11, '6': 12, '7': 13, '8': 14, '=': 15, 'C': 16, 'F': 17, 'H': 18, 'I': 19, 'N': 20, 'O': 21, 'P': 22, 'S': 23, '[': 24, '\\': 25, ']': 26, '_': 27, 'c': 28, 'Cl': 29, 'Br': 30, 'n': 31, 'o': 32, 's': 33, '9': 34, '%': 35, '0': 36}, 'batch_size': 256}",0.13154822589200202,0.5930735005278315,0.054251189802803385,0.06299231236744968,0.17173235388828206,0.7013433139994136,0.11207765722215834,0.5398449780536885,0.21615712550010827,0.6090365480090164,0.07597025877397642,0.5221531011890342,0.0818037340754849,0.5929895613880046
5,"{'task_type': 'regression', 'seq_length': 379, 'num_filters': [128, 128, 128, 128, 64, 64, 64, 64, 32, 32, 32, 32], 'n_embedding': 64, 'learning_rate': 0.01, 'kernel_sizes': [3, 4, 5, 7, 10], 'epochs': 100, 'dropout': 0.5, 'char_dict': {'#': 1, '(': 2, ')': 3, '+': 4, '-': 5, '/': 6, '1': 7, '2': 8, '3': 9, '4': 10, '5': 11, '6': 12, '7': 13, '8': 14, '=': 15, 'C': 16, 'F': 17, 'H': 18, 'I': 19, 'N': 20, 'O': 21, 'P': 22, 'S': 23, '[': 24, '\\': 25, ']': 26, '_': 27, 'c': 28, 'Cl': 29, 'Br': 30, 'n': 31, 'o': 32, 's': 33, '9': 34, '%': 35, '0': 36}, 'batch_size': 256}",0.10264292268607356,0.48033381494918614,0.017284820442385117,0.0239377783131995,0.09532071058993748,0.5119174463482616,0.09019151197366408,0.4800826550935932,0.09089506262537922,0.44563082039971724,0.13643639149031256,0.5001508063181669,0.10037093675107445,0.463887346586192
6,"{'task_type': 'regression', 'seq_length': 379, 'num_filters': [100, 200, 200, 200, 200, 100, 100, 100, 100, 100, 160, 160], 'n_embedding': 64, 'learning_rate': 0.001, 'kernel_sizes': [3, 4, 5], 'epochs': 100, 'dropout': 0.0, 'char_dict': {'#': 1, '(': 2, ')': 3, '+': 4, '-': 5, '/': 6, '1': 7, '2': 8, '3': 9, '4': 10, '5': 11, '6': 12, '7': 13, '8': 14, '=': 15, 'C': 16, 'F': 17, 'H': 18, 'I': 19, 'N': 20, 'O': 21, 'P': 22, 'S': 23, '[': 24, '\\': 25, ']': 26, '_': 27, 'c': 28, 'Cl': 29, 'Br': 30, 'n': 31, 'o': 32, 's': 33, '9': 34, '%': 35, '0': 36}, 'batch_size': 256}",0.05274171769971316,0.5353324864450334,0.013855982021040793,0.036301683613157054,0.04845754441951357,0.5945940590066764,0.0747427972896187,0.5123130120183962,0.06200710246363739,0.5386320824522778,0.04120891003036185,0.4859426348433654,0.03729223429543434,0.5451806439044512
7,"{'task_type': 'regression', 'seq_length': 379, 'num_filters': [100, 200, 200, 200, 200, 100, 100, 100, 100, 100, 160, 160], 'n_embedding': 32, 'learning_rate': 0.01, 'kernel_sizes': [3, 4, 5, 7, 10], 'epochs': 100, 'dropout': 0.0, 'char_dict': {'#': 1, '(': 2, ')': 3, '+': 4, '-': 5, '/': 6, '1': 7, '2': 8, '3': 9, '4': 10, '5': 11, '6': 12, '7': 13, '8': 14, '=': 15, 'C': 16, 'F': 17, 'H': 18, 'I': 19, 'N': 20, 'O': 21, 'P': 22, 'S': 23, '[': 24, '\\': 25, ']': 26, '_': 27, 'c': 28, 'Cl': 29, 'Br': 30, 'n': 31, 'o': 32, 's': 33, '9': 34, '%': 35, '0': 36}, 'batch_size': 256}",0.07230242112843341,0.521339470145053,0.03708229210244284,0.01983123557324418,0.029032937828403247,0.543681128663396,0.1382575582869081,0.5472830681279959,0.08078674081337381,0.5086115976513534,0.06362345815288255,0.5035015193471111,0.04981141056059931,0.5036200369354086
8,"{'task_type': 'regression', 'seq_length': 379, 'num_filters': [100, 200, 200, 200, 200, 100, 100, 100, 100, 100, 160, 160], 'n_embedding': 75, 'learning_rate': 0.001, 'kernel_sizes': [3, 4, 5, 7, 10, 15], 'epochs': 100, 'dropout': 0.5, 'char_dict': {'#': 1, '(': 2, ')': 3, '+': 4, '-': 5, '/': 6, '1': 7, '2': 8, '3': 9, '4': 10, '5': 11, '6': 12, '7': 13, '8': 14, '=': 15, 'C': 16, 'F': 17, 'H': 18, 'I': 19, 'N': 20, 'O': 21, 'P': 22, 'S': 23, '[': 24, '\\': 25, ']': 26, '_': 27, 'c': 28, 'Cl': 29, 'Br': 30, 'n': 31, 'o': 32, 's': 33, '9': 34, '%': 35, '0': 36}, 'batch_size': 256}",0.0434602631317021,0.4769849556869511,0.007704519149244264,0.033865393184313676,0.038973542810333814,0.5271014511538858,0.036566332972195845,0.4358446912328537,0.04205772856259812,0.44255539670127364,0.05838031187955197,0.4929372448845283,0.041323399433830725,0.48648599446221413
9,"{'task_type': 'regression', 'seq_length': 379, 'num_filters': [32, 32, 32, 32, 64, 64, 64, 64, 128, 128, 128, 128], 'n_embedding': 32, 'learning_rate': 0.001, 'kernel_sizes': [3, 4, 5, 7], 'epochs': 100, 'dropout': 0.25, 'char_dict': {'#': 1, '(': 2, ')': 3, '+': 4, '-': 5, '/': 6, '1': 7, '2': 8, '3': 9, '4': 10, '5': 11, '6': 12, '7': 13, '8': 14, '=': 15, 'C': 16, 'F': 17, 'H': 18, 'I': 19, 'N': 20, 'O': 21, 'P': 22, 'S': 23, '[': 24, '\\': 25, ']': 26, '_': 27, 'c': 28, 'Cl': 29, 'Br': 30, 'n': 31, 'o': 32, 's': 33, '9': 34, '%': 35, '0': 36}, 'batch_size': 256}",0.49042565593907417,0.8135243889957063,0.05172393160253277,0.04936612876723315,0.41800438138389795,0.8577286562044577,0.5004547446213494,0.8023057037586602,0.5190121187665561,0.8228349148707113,0.5649601171351639,0.8599190287847182,0.4496969177884038,0.7248336413599844
