,ids,mols,X,y
0,,CC12CCC(N3CCCC3)CC1=CCC1C2CCC2(C)C(O)C(n3ccnc3)CC12,,0.0
1,,O=C1COc2cc(NC(=S)Nc3ccccc3)ccc2N1,,0.0
2,,COc1ccc(CC(C(=O)NCC(N)=O)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(C)NC(=O)OCc2ccccc2)cc1,,0.0
3,,CC(C)(C)C(=O)C1CC(=O)c2ccccc2C1=O,,0.0
4,,CCC1(N=[N+]=[N-])C(=O)c2ccccc2N(c2ccccc2)C1=O,,0.0
5,,CC1=NN(c2nc(N)nc(C(C#N)C(=O)c3cc4c(cc3Cl)Sc3nccn3S4(=O)=O)n2)C(C)(C)C1,,0.0
6,,CCCCCCCCCCCCCCCCCCNc1nc(=O)n(C2OC(COP(=O)(O)OCCCCCCCCCCCCCCCC)C(O)C2O)cc1,,0.0
7,,CN1C(=O)C2C(C1=O)C1(O)c3ccccc3C2(N)c2ccccc21,,0.0
8,,Cc1ccc2OC3Sc4ccccc4-c4nn(-c5ccccc5)c(c43)-c2c1,,0.0
9,,CCOC(=O)c1ccc(N=Cc2ccc(N(CCC#N)CCC#N)cc2)cc1,,0.0
10,,CCC1CNC(=O)CC1CC(=O)OC,,0.0
11,,CCCCNS(=O)(=O)c1ccc(-c2ccc3c(c2)-c2ccc(S(=O)(=O)NCCCC)cc2S3(=O)=O)cc1,,0.0
12,,O=C1NC2=NN=C(c3ccc(Br)cc3)CN2NC12c1ccccc1-c1ccccc12,,0.0
13,,NC(=O)Nc1ccc(C(=O)NCCCNC(=O)c2ccc(NC(N)=O)cc2)cc1,,0.0
14,,CC1Oc2c(C(=O)C1C)c(O)cc1c2c(-c2ccccc2)cc(=O)o1,,0.0
15,,Cc1ccc(C(=O)C(C#N)=CNc2c(C)n(C)n(-c3ccccc3)c2=O)cc1,,0.0
16,,CCN(CC)CCNc1ccc2ncn3c4c(OC)ccc(OC)c4c(=O)c1c23,,0.0
17,,CC1=[N+]2[N-]C(N3CC4CCC(CC4)C3)=[SH][Fe+]2[n+]2ccncc21,,0.0
18,,CC(C)(C)OCC=C1C(=O)OC2CC(O[Si](C)(C)C(C)(C)C)CC12,,0.0
19,,COc1ccc(C(=O)c2c(N)nc(Nc3ccccc3)s2)cc1,,0.0
20,,CCCSc1cc(Cl)c(C)cc1S(=O)(=O)n1ccnc1O,,0.0
21,,CCC(=O)N(O)C(C)(C)C,,0.0
